2.352,1.44661,3.80338,2.36957,
2.39035,1.49779,3.83777,2.40781,
2.50898,1.65163,3.94486,2.52605,
2.71977,1.91218,4.13732,2.73628,
3.04725,2.29589,4.44086,3.06308,
3.53874,2.84432,4.90414,3.55376,
4.28913,3.64899,5.62336,4.3033,
5.51073,4.92073,6.81206,5.5241,
7.79387,7.24941,9.06166,7.80651,
14.0463,13.5706,15.3014,14.0582,
35.4815,36.1815,37.1984,35.4885,
42.355,43.9695,42.9074,42.3477,
19.846,20.4216,18.8558,19.8356,
9.53718,9.92898,8.44752,9.52762,
6.54242,6.90994,5.48187,6.53341,
5.0397,5.38634,4.00815,5.03118,
4.12466,4.45271,3.12121,4.1165,
3.50615,3.81749,2.5297,3.49833,
3.05904,3.35525,2.10846,3.05158,
2.72019,3.00264,1.79435,2.71305,
2.45415,2.72405,1.55194,2.44728,
2.23949,2.49785,1.35984,2.2329,
2.06245,2.31025,1.20443,2.05613,
1.9138,2.15191,1.07633,1.90773,
1.78713,2.01626,0.969284,1.78129,
1.67781,1.89861,0.878725,1.67217,
1.58245,1.79552,0.8013,1.577,
1.49847,1.70436,0.734481,1.49321,
1.42394,1.62311,0.676335,1.41884,
1.3573,1.5502,0.625388,1.35234,
1.29734,1.48437,0.580453,1.29252,
1.24309,1.42463,0.540586,1.23841,
1.19377,1.37011,0.505049,1.18919,
1.14868,1.32015,0.473231,1.14422,
1.10731,1.27421,0.444537,1.10302,
1.06925,1.23183,0.418637,1.06506,
1.03409,1.19256,0.395154,1.02998,
1.00149,1.1561,0.373794,0.997492,
0.971196,1.12214,0.354294,0.967301,
0.942961,1.09043,0.336448,0.939151,
0.916592,1.06075,0.320067,0.912852,
0.891902,1.03292,0.304991,0.888245,
0.868729,1.00676,0.291085,0.865151,
0.846952,0.982155,0.278239,0.843433,
0.826445,0.958932,0.266337,0.823005,
0.807105,0.936976,0.255258,0.803715,
0.788829,0.916229,0.244977,0.785509,
0.771534,0.896569,0.2354,0.768275,
0.755145,0.877925,0.22647,0.751951,
0.739605,0.860218,0.218116,0.736465,
0.724836,0.843388,0.210297,0.721759,
0.710797,0.827365,0.202977,0.707772,
0.697432,0.812094,0.196098,0.694456,
0.684701,0.79753,0.189635,0.681772,
0.67255,0.783635,0.183565,0.669682,
0.660955,0.770377,0.17783,0.658112,
0.649899,0.757677,0.172409,0.647081,
0.639305,0.745527,0.16731,0.636536,
0.629171,0.733897,0.162495,0.626441,
0.619466,0.72275,0.157945,0.616768,
0.61017,0.712064,0.153624,0.607513,
0.601257,0.701813,0.149535,0.598646,
0.592709,0.691976,0.145663,0.590125,
0.584498,0.682536,0.14198,0.581948,
0.576622,0.673458,0.138483,0.574109,
0.569052,0.664725,0.135166,0.566561,
0.561776,0.656341,0.13199,0.559308,
0.554776,0.648279,0.128976,0.552341,
0.548041,0.640513,0.126116,0.545633,
0.541564,0.63304,0.123394,0.539183,
0.535338,0.625845,0.120796,0.53297,
0.529335,0.6189,0.118311,0.526991,
0.523553,0.612219,0.115942,0.521233,
0.517985,0.60578,0.113687,0.515689,
0.512619,0.59958,0.111526,0.510347,
0.507439,0.593597,0.109466,0.505195,
0.502459,0.587824,0.107494,0.500229,
0.497657,0.582252,0.105593,0.495448,
0.493004,0.57689,0.103791,0.490824,
0.488534,0.571717,0.10207,0.486375,
0.484228,0.566724,0.100426,0.482083,
0.480075,0.561916,0.0988452,0.477946,
0.476068,0.557275,0.0973279,0.47395,
0.472206,0.552797,0.095881,0.470102,
0.468478,0.548472,0.0944953,0.466393,
0.464893,0.544309,0.0931641,0.462814,
0.461429,0.540295,0.0918934,0.459368,
0.458087,0.536425,0.0906709,0.456052,
0.454871,0.532687,0.0894902,0.452842,
0.451775,0.529083,0.0883822,0.449756,
0.448789,0.525624,0.0873138,0.446782,
0.445915,0.522282,0.0862964,0.443924,
0.443147,0.519067,0.0853122,0.441165,
0.440489,0.515977,0.0843681,0.438513,
0.437922,0.513009,0.0834718,0.435962,
0.435455,0.510146,0.0826121,0.433508,
0.433092,0.507398,0.0817863,0.43115,
0.430822,0.504757,0.0810013,0.42889,
0.42864,0.502228,0.0802478,0.426718,
0.426541,0.499806,0.079525,0.424641,
0.42455,0.497477,0.0788507,0.422648,
0.422635,0.495249,0.0781994,0.420738,
0.420803,0.493118,0.077587,0.418913,
0.41905,0.491074,0.0769885,0.417173,
0.417377,0.489128,0.0764279,0.415509,
0.415787,0.487282,0.0758969,0.413918,
0.414276,0.485526,0.0753905,0.412416,
0.412833,0.483854,0.0749125,0.410984,
0.411474,0.482262,0.0744563,0.40962,
0.410187,0.480762,0.0740272,0.40834,
0.408969,0.479354,0.0736264,0.407131,
0.407826,0.478023,0.0732586,0.405988,
0.406744,0.47677,0.0729101,0.404917,
0.40574,0.475606,0.0725784,0.403921,
0.404809,0.474519,0.0722612,0.402994,
0.403939,0.473503,0.0719822,0.402126,
0.403139,0.472569,0.0717213,0.401329,
0.402401,0.471714,0.0714805,0.400594,
0.401737,0.470942,0.0712627,0.399927,
0.401133,0.470237,0.0710729,0.39933,
0.400595,0.469604,0.0708932,0.398791,
0.400127,0.469051,0.0707404,0.398313,
0.399711,0.468576,0.0706168,0.397911,
0.39936,0.468172,0.0705054,0.397566,
0.399077,0.467848,0.0704082,0.397286,
0.398856,0.467596,0.0703306,0.397067,
0.398704,0.467414,0.0702852,0.396915,
0.398609,0.467301,0.0702563,0.39682,
0.398571,0.467261,0.0702446,0.396783,
0.398609,0.467301,0.0702561,0.39682,
0.398704,0.467414,0.0702851,0.396915,
0.398856,0.467597,0.0703308,0.397067,
0.399077,0.467848,0.0704087,0.397286,
0.399359,0.468171,0.0705052,0.397566,
0.399711,0.468576,0.0706175,0.397911,
0.400127,0.469051,0.0707413,0.398313,
0.400595,0.469604,0.0708932,0.398791,
0.401132,0.470235,0.0710724,0.39933,
0.401736,0.470938,0.0712646,0.399925,
0.402405,0.471717,0.0714805,0.400598,
