0.403138,0.472568,0.0717223,0.401327,
0.403941,0.473503,0.0719818,0.402127,
0.40481,0.474519,0.0722612,0.402994,
0.40574,0.475606,0.0725777,0.403921,
0.406745,0.476771,0.0729101,0.404917,
0.407826,0.478022,0.0732594,0.405988,
0.40897,0.479354,0.0736265,0.407131,
0.410188,0.480762,0.074027,0.408339,
0.411474,0.482262,0.074456,0.409621,
0.412834,0.483854,0.0749119,0.410984,
0.414277,0.485527,0.0753892,0.412417,
0.415787,0.487283,0.075896,0.413918,
0.417377,0.489128,0.0764279,0.415509,
0.419049,0.491074,0.0769888,0.417173,
0.420803,0.493118,0.077587,0.418913,
0.422635,0.495249,0.0782002,0.420738,
0.42455,0.497477,0.0788509,0.422648,
0.426541,0.499805,0.0795253,0.424641,
0.42864,0.502228,0.0802477,0.426718,
0.430822,0.504757,0.0810014,0.428891,
0.433092,0.507398,0.0817863,0.43115,
0.435455,0.510146,0.0826122,0.433507,
0.437922,0.513009,0.0834716,0.435962,
0.440489,0.515977,0.0843677,0.438513,
0.443147,0.519067,0.0853119,0.441165,
0.445915,0.522282,0.0862953,0.443923,
0.448789,0.525623,0.0873135,0.446782,
0.451775,0.529083,0.0883822,0.449756,
0.454871,0.532687,0.0894902,0.452842,
0.458088,0.536425,0.0906715,0.456052,
0.461428,0.540295,0.0918943,0.459366,
0.464892,0.544309,0.093164,0.462814,
0.468477,0.548473,0.0944956,0.466393,
0.472206,0.552797,0.0958806,0.470102,
0.476068,0.557275,0.097328,0.47395,
0.480076,0.561916,0.0988455,0.477946,
0.484228,0.566724,0.100426,0.482083,
0.488534,0.571717,0.102069,0.486375,
0.493003,0.57689,0.103791,0.490824,
0.497656,0.582252,0.105593,0.495447,
0.502458,0.587823,0.107494,0.500228,
0.507438,0.593599,0.109467,0.505194,
0.512621,0.599582,0.111526,0.510348,
0.517986,0.60578,0.113687,0.515689,
0.523553,0.612219,0.115942,0.521233,
0.529335,0.6189,0.118311,0.526991,
0.535338,0.625844,0.120796,0.53297,
0.541565,0.63304,0.123395,0.539183,
0.548041,0.640513,0.126116,0.545633,
0.554776,0.648279,0.128975,0.552341,
0.561776,0.656341,0.13199,0.559308,
0.569052,0.664725,0.135166,0.566562,
0.576622,0.673458,0.138483,0.574109,
0.584498,0.682537,0.141981,0.581948,
0.592708,0.691976,0.145663,0.590125,
0.601256,0.701813,0.149536,0.598646,
0.61017,0.712064,0.153624,0.607513,
0.619464,0.72275,0.157944,0.616769,
0.629172,0.733898,0.162496,0.626442,
0.639304,0.745527,0.16731,0.636536,
0.649899,0.757677,0.17241,0.647081,
0.660955,0.770378,0.17783,0.658113,
0.672548,0.783636,0.183565,0.669679,
0.684703,0.797532,0.189634,0.681773,
0.697431,0.812094,0.196097,0.694456,
0.710797,0.827365,0.202977,0.707772,
0.724836,0.843388,0.210297,0.721759,
0.739605,0.860218,0.218116,0.736466,
0.755145,0.877924,0.22647,0.751951,
0.771534,0.89657,0.2354,0.768275,
0.788829,0.916229,0.244976,0.78551,
0.807106,0.936977,0.255258,0.803716,
0.826445,0.958933,0.266337,0.823005,
0.846952,0.982154,0.278238,0.843434,
0.868732,1.00677,0.291085,0.865153,
0.891902,1.03292,0.304991,0.888246,
0.916592,1.06075,0.320067,0.912852,
0.942962,1.09043,0.336448,0.939151,
0.971198,1.12214,0.354294,0.967302,
1.00149,1.1561,0.373795,0.997492,
1.03409,1.19256,0.395154,1.02998,
1.06925,1.23183,0.418636,1.06506,
1.10731,1.27421,0.444537,1.10302,
1.14868,1.32015,0.473231,1.14422,
1.19377,1.37011,0.505049,1.18919,
1.24309,1.42463,0.540586,1.23841,
1.29734,1.48437,0.580453,1.29252,
1.3573,1.5502,0.625387,1.35234,
1.42394,1.62311,0.676335,1.41884,
1.49847,1.70436,0.734479,1.49321,
1.58245,1.79552,0.801301,1.577,
1.67781,1.89861,0.878726,1.67217,
1.78713,2.01626,0.969284,1.78129,
1.9138,2.15191,1.07633,1.90773,
2.06245,2.31025,1.20443,2.05613,
2.23949,2.49785,1.35984,2.2329,
2.45415,2.72405,1.55194,2.44728,
2.72019,3.00264,1.79435,2.71305,
3.05904,3.35525,2.10846,3.05158,
3.50615,3.81749,2.5297,3.49833,
4.12466,4.45271,3.12121,4.1165,
5.0397,5.38634,4.00815,5.03118,
6.54242,6.90994,5.48187,6.53341,
9.53718,9.92898,8.44752,9.52762,
19.846,20.4216,18.8557,19.8356,
42.355,43.9695,42.9073,42.3477,
35.4815,36.1815,37.1984,35.4885,
14.0463,13.5706,15.3014,14.0582,
7.79387,7.24941,9.06166,7.80651,
5.51073,4.92073,6.81206,5.5241,
4.28913,3.64899,5.62336,4.3033,
3.53874,2.84431,4.90414,3.55377,
3.04725,2.29588,4.44086,3.06308,
2.71977,1.91218,4.13732,2.73628,
2.50898,1.65163,3.94486,2.52605,
2.39035,1.49779,3.83777,2.40781,
